PUERTO,OPERACIÓN,AÑO,TIPO_CARGA,TONELADAS,REGIÓN,LATITUD,LONGITUD
Arica,Cabotaje embarcado,2016,Carga general,0,Arica y Parinacota,-18.47,-70.33
Arica,Cabotaje embarcado,2016,Granel sólido,8000.0,Arica y Parinacota,-18.47,-70.33
Arica,Cabotaje embarcado,2016,Granel líquido,0,Arica y Parinacota,-18.47,-70.33
Arica,Cabotaje desembarcado,2016,Carga general,3122.0,Arica y Parinacota,-18.47,-70.33
Arica,Cabotaje desembarcado,2016,Granel sólido,0,Arica y Parinacota,-18.47,-70.33
Arica,Cabotaje desembarcado,2016,Granel líquido,42892.0,Arica y Parinacota,-18.47,-70.33
Iquique,Cabotaje embarcado,2016,Carga general,40.0,Tarapacá,-20.2,-70.16
Iquique,Cabotaje embarcado,2016,Granel sólido,21655.0,Tarapacá,-20.2,-70.16
Iquique,Cabotaje embarcado,2016,Granel líquido,0,Tarapacá,-20.2,-70.16
Iquique,Cabotaje desembarcado,2016,Carga general,7665.0,Tarapacá,-20.2,-70.16
Iquique,Cabotaje desembarcado,2016,Granel sólido,0,Tarapacá,-20.2,-70.16
Iquique,Cabotaje desembarcado,2016,Granel líquido,115585.0,Tarapacá,-20.2,-70.16
Patillos,Cabotaje embarcado,2016,Carga general,0,Tarapacá,-20.75,-70.19
Patillos,Cabotaje embarcado,2016,Granel sólido,337541.0,Tarapacá,-20.75,-70.19
Patillos,Cabotaje embarcado,2016,Granel líquido,0,Tarapacá,-20.75,-70.19
Patillos,Cabotaje desembarcado,2016,Carga general,0,Tarapacá,-20.75,-70.19
Patillos,Cabotaje desembarcado,2016,Granel sólido,0,Tarapacá,-20.75,-70.19
Patillos,Cabotaje desembarcado,2016,Granel líquido,0,Tarapacá,-20.75,-70.19
Tocopilla,Cabotaje embarcado,2016,Carga general,0,Antofagasta,-22.09,-70.21
Tocopilla,Cabotaje embarcado,2016,Granel sólido,107963.0,Antofagasta,-22.09,-70.21
Tocopilla,Cabotaje embarcado,2016,Granel líquido,0,Antofagasta,-22.09,-70.21
Tocopilla,Cabotaje desembarcado,2016,Carga general,0,Antofagasta,-22.09,-70.21
Tocopilla,Cabotaje desembarcado,2016,Granel sólido,59630.0,Antofagasta,-22.09,-70.21
Tocopilla,Cabotaje desembarcado,2016,Granel líquido,0,Antofagasta,-22.09,-70.21
Puerto Angamos,Cabotaje embarcado,2016,Carga general,12582.0,Antofagasta,-23.07,-70.39
Puerto Angamos,Cabotaje embarcado,2016,Granel sólido,0,Antofagasta,-23.07,-70.39
Puerto Angamos,Cabotaje embarcado,2016,Granel líquido,0,Antofagasta,-23.07,-70.39
Puerto Angamos,Cabotaje desembarcado,2016,Carga general,253195.0,Antofagasta,-23.07,-70.39
Puerto Angamos,Cabotaje desembarcado,2016,Granel sólido,0,Antofagasta,-23.07,-70.39
Puerto Angamos,Cabotaje desembarcado,2016,Granel líquido,0,Antofagasta,-23.07,-70.39
Mejillones,Cabotaje embarcado,2016,Carga general,0,Antofagasta,-23.09,-70.42
Mejillones,Cabotaje embarcado,2016,Granel sólido,2314.0,Antofagasta,-23.09,-70.42
Mejillones,Cabotaje embarcado,2016,Granel líquido,0,Antofagasta,-23.09,-70.42
Mejillones,Cabotaje desembarcado,2016,Carga general,118366.0,Antofagasta,-23.09,-70.42
Mejillones,Cabotaje desembarcado,2016,Granel sólido,761574.0,Antofagasta,-23.09,-70.42
Mejillones,Cabotaje desembarcado,2016,Granel líquido,1687458.0,Antofagasta,-23.09,-70.42
Antofagasta,Cabotaje embarcado,2016,Carga general,0,Antofagasta,-23.65,-70.41
Antofagasta,Cabotaje embarcado,2016,Granel sólido,0,Antofagasta,-23.65,-70.41
Antofagasta,Cabotaje embarcado,2016,Granel líquido,0,Antofagasta,-23.65,-70.41
Antofagasta,Cabotaje desembarcado,2016,Carga general,4970.0,Antofagasta,-23.65,-70.41
Antofagasta,Cabotaje desembarcado,2016,Granel sólido,0,Antofagasta,-23.65,-70.41
Antofagasta,Cabotaje desembarcado,2016,Granel líquido,128729.0,Antofagasta,-23.65,-70.41
Chañaral / Barquito,Cabotaje embarcado,2016,Carga general,154695.0,Atacama,-26.36,-70.65
Chañaral / Barquito,Cabotaje embarcado,2016,Granel sólido,0,Atacama,-26.36,-70.65
Chañaral / Barquito,Cabotaje embarcado,2016,Granel líquido,0,Atacama,-26.36,-70.65
Chañaral / Barquito,Cabotaje desembarcado,2016,Carga general,0,Atacama,-26.36,-70.65
Chañaral / Barquito,Cabotaje desembarcado,2016,Granel sólido,0,Atacama,-26.36,-70.65
Chañaral / Barquito,Cabotaje desembarcado,2016,Granel líquido,122466.0,Atacama,-26.36,-70.65
Caldera / Calderilla,Cabotaje embarcado,2016,Carga general,50.0,Atacama,-27.05,-70.84
Caldera / Calderilla,Cabotaje embarcado,2016,Granel sólido,0,Atacama,-27.05,-70.84
Caldera / Calderilla,Cabotaje embarcado,2016,Granel líquido,0,Atacama,-27.05,-70.84
Caldera / Calderilla,Cabotaje desembarcado,2016,Carga general,0,Atacama,-27.05,-70.84
Caldera / Calderilla,Cabotaje desembarcado,2016,Granel sólido,0,Atacama,-27.05,-70.84
Caldera / Calderilla,Cabotaje desembarcado,2016,Granel líquido,127185.0,Atacama,-27.05,-70.84
Huasco / Guacolda,Cabotaje embarcado,2016,Carga general,0,Atacama,-28.46,-71.25
Huasco / Guacolda,Cabotaje embarcado,2016,Granel sólido,916192.0,Atacama,-28.46,-71.25
Huasco / Guacolda,Cabotaje embarcado,2016,Granel líquido,0,Atacama,-28.46,-71.25
Huasco / Guacolda,Cabotaje desembarcado,2016,Carga general,0,Atacama,-28.46,-71.25
Huasco / Guacolda,Cabotaje desembarcado,2016,Granel sólido,899687.0,Atacama,-28.46,-71.25
Huasco / Guacolda,Cabotaje desembarcado,2016,Granel líquido,6956.0,Atacama,-28.46,-71.25
Guayacán,Cabotaje embarcado,2016,Carga general,0,Coquimbo,-29.97,-71.35
Guayacán,Cabotaje embarcado,2016,Granel sólido,7600.0,Coquimbo,-29.97,-71.35
Guayacán,Cabotaje embarcado,2016,Granel líquido,0,Coquimbo,-29.97,-71.35
Guayacán,Cabotaje desembarcado,2016,Carga general,0,Coquimbo,-29.97,-71.35
Guayacán,Cabotaje desembarcado,2016,Granel sólido,0,Coquimbo,-29.97,-71.35
Guayacán,Cabotaje desembarcado,2016,Granel líquido,368234.0,Coquimbo,-29.97,-71.35
Isla Juan Fernández,Cabotaje embarcado,2016,Carga general,917.0,Valparaíso,-33.64,-78.82
Isla Juan Fernández,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-33.64,-78.82
Isla Juan Fernández,Cabotaje embarcado,2016,Granel líquido,0,Valparaíso,-33.64,-78.82
Isla Juan Fernández,Cabotaje desembarcado,2016,Carga general,7700.0,Valparaíso,-33.64,-78.82
Isla Juan Fernández,Cabotaje desembarcado,2016,Granel sólido,0,Valparaíso,-33.64,-78.82
Isla Juan Fernández,Cabotaje desembarcado,2016,Granel líquido,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Cabotaje embarcado,2016,Carga general,1388.0,Valparaíso,-27.15,-109.44
Isla de Pascua,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-27.15,-109.44
Isla de Pascua,Cabotaje embarcado,2016,Granel líquido,0,Valparaíso,-27.15,-109.44
Isla de Pascua,Cabotaje desembarcado,2016,Carga general,15657.0,Valparaíso,-27.15,-109.44
Isla de Pascua,Cabotaje desembarcado,2016,Granel sólido,0,Valparaíso,-27.15,-109.44
Isla de Pascua,Cabotaje desembarcado,2016,Granel líquido,16906.0,Valparaíso,-27.15,-109.44
Ventanas,Cabotaje embarcado,2016,Carga general,0,Valparaíso,-32.75,-71.49
Ventanas,Cabotaje embarcado,2016,Granel sólido,43404.0,Valparaíso,-32.75,-71.49
Ventanas,Cabotaje embarcado,2016,Granel líquido,431308.0,Valparaíso,-32.75,-71.49
Ventanas,Cabotaje desembarcado,2016,Carga general,0,Valparaíso,-32.75,-71.49
Ventanas,Cabotaje desembarcado,2016,Granel sólido,86505.0,Valparaíso,-32.75,-71.49
Ventanas,Cabotaje desembarcado,2016,Granel líquido,0,Valparaíso,-32.75,-71.49
Terminal OXIQUIM Quintero,Cabotaje embarcado,2016,Carga general,0,Valparaíso,-32.76,-71.49
Terminal OXIQUIM Quintero,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-32.76,-71.49
Terminal OXIQUIM Quintero,Cabotaje embarcado,2016,Granel líquido,237812.0,Valparaíso,-32.76,-71.49
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2016,Carga general,0,Valparaíso,-32.76,-71.49
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2016,Granel sólido,0,Valparaíso,-32.76,-71.49
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2016,Granel líquido,0,Valparaíso,-32.76,-71.49
Quintero,Cabotaje embarcado,2016,Carga general,5860.0,Valparaíso,-32.77,-71.5
Quintero,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-32.77,-71.5
Quintero,Cabotaje embarcado,2016,Granel líquido,2955535.0,Valparaíso,-32.77,-71.5
Quintero,Cabotaje desembarcado,2016,Carga general,218.0,Valparaíso,-32.77,-71.5
Quintero,Cabotaje desembarcado,2016,Granel sólido,0,Valparaíso,-32.77,-71.5
Quintero,Cabotaje desembarcado,2016,Granel líquido,1534296.0,Valparaíso,-32.77,-71.5
Valparaíso,Cabotaje embarcado,2016,Carga general,139305.0,Valparaíso,-33.03,-71.63
Valparaíso,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-33.03,-71.63
Valparaíso,Cabotaje embarcado,2016,Granel líquido,0,Valparaíso,-33.03,-71.63
Valparaíso,Cabotaje desembarcado,2016,Carga general,41689.0,Valparaíso,-33.03,-71.63
Valparaíso,Cabotaje desembarcado,2016,Granel sólido,0,Valparaíso,-33.03,-71.63
Valparaíso,Cabotaje desembarcado,2016,Granel líquido,0,Valparaíso,-33.03,-71.63
San Antonio,Cabotaje embarcado,2016,Carga general,70410.0,Valparaíso,-33.59,-71.62
San Antonio,Cabotaje embarcado,2016,Granel sólido,0,Valparaíso,-33.59,-71.62
San Antonio,Cabotaje embarcado,2016,Granel líquido,1034147.0,Valparaíso,-33.59,-71.62
San Antonio,Cabotaje desembarcado,2016,Carga general,45472.0,Valparaíso,-33.59,-71.62
San Antonio,Cabotaje desembarcado,2016,Granel sólido,163815.0,Valparaíso,-33.59,-71.62
San Antonio,Cabotaje desembarcado,2016,Granel líquido,0,Valparaíso,-33.59,-71.62
Lirquén,Cabotaje embarcado,2016,Carga general,27306.0,Biobío,-36.71,-72.97
Lirquén,Cabotaje embarcado,2016,Granel sólido,0,Biobío,-36.71,-72.97
Lirquén,Cabotaje embarcado,2016,Granel líquido,0,Biobío,-36.71,-72.97
Lirquén,Cabotaje desembarcado,2016,Carga general,14375.0,Biobío,-36.71,-72.97
Lirquén,Cabotaje desembarcado,2016,Granel sólido,0,Biobío,-36.71,-72.97
Lirquén,Cabotaje desembarcado,2016,Granel líquido,0,Biobío,-36.71,-72.97
Penco,Cabotaje embarcado,2016,Carga general,0,Biobío,-36.73,-73.01
Penco,Cabotaje embarcado,2016,Granel sólido,0,Biobío,-36.73,-73.01
Penco,Cabotaje embarcado,2016,Granel líquido,0,Biobío,-36.73,-73.01
Penco,Cabotaje desembarcado,2016,Carga general,0,Biobío,-36.73,-73.01
Penco,Cabotaje desembarcado,2016,Granel sólido,24994.0,Biobío,-36.73,-73.01
Penco,Cabotaje desembarcado,2016,Granel líquido,0,Biobío,-36.73,-73.01
San Vicente,Cabotaje embarcado,2016,Carga general,157256.0,Biobío,-36.73,-73.14
San Vicente,Cabotaje embarcado,2016,Granel sólido,0,Biobío,-36.73,-73.14
San Vicente,Cabotaje embarcado,2016,Granel líquido,2569725.0,Biobío,-36.73,-73.14
San Vicente,Cabotaje desembarcado,2016,Carga general,0,Biobío,-36.73,-73.14
San Vicente,Cabotaje desembarcado,2016,Granel sólido,186250.0,Biobío,-36.73,-73.14
San Vicente,Cabotaje desembarcado,2016,Granel líquido,1439690.0,Biobío,-36.73,-73.14
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2016,Carga general,160.0,Biobío,-36.74,-73.13
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2016,Granel sólido,113050.0,Biobío,-36.74,-73.13
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2016,Granel líquido,264.0,Biobío,-36.74,-73.13
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2016,Carga general,0,Biobío,-36.74,-73.13
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2016,Granel sólido,1557965.0,Biobío,-36.74,-73.13
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2016,Granel líquido,0,Biobío,-36.74,-73.13
Terminal OXIQUIM Coronel,Cabotaje embarcado,2016,Carga general,0,Biobío,-36.95,-73.17
Terminal OXIQUIM Coronel,Cabotaje embarcado,2016,Granel sólido,0,Biobío,-36.95,-73.17
Terminal OXIQUIM Coronel,Cabotaje embarcado,2016,Granel líquido,0,Biobío,-36.95,-73.17
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2016,Carga general,0,Biobío,-36.95,-73.17
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2016,Granel sólido,0,Biobío,-36.95,-73.17
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2016,Granel líquido,262302.0,Biobío,-36.95,-73.17
Valdivia,Cabotaje embarcado,2016,Carga general,1720.0,Los Ríos,-398256.0,-732508.0
Valdivia,Cabotaje embarcado,2016,Granel sólido,0,Los Ríos,-398256.0,-732508.0
Valdivia,Cabotaje embarcado,2016,Granel líquido,0,Los Ríos,-398256.0,-732508.0
Valdivia,Cabotaje desembarcado,2016,Carga general,0,Los Ríos,-398256.0,-732508.0
Valdivia,Cabotaje desembarcado,2016,Granel sólido,0,Los Ríos,-398256.0,-732508.0
Valdivia,Cabotaje desembarcado,2016,Granel líquido,0,Los Ríos,-398256.0,-732508.0
Puerto Montt,Cabotaje embarcado,2016,Carga general,790548.0,Los Lagos,-41.48,-72.96
Puerto Montt,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,-41.48,-72.96
Puerto Montt,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,-41.48,-72.96
Puerto Montt,Cabotaje desembarcado,2016,Carga general,179306.0,Los Lagos,-41.48,-72.96
Puerto Montt,Cabotaje desembarcado,2016,Granel sólido,88659.0,Los Lagos,-41.48,-72.96
Puerto Montt,Cabotaje desembarcado,2016,Granel líquido,0,Los Lagos,-41.48,-72.96
Calbuco,Cabotaje embarcado,2016,Carga general,195856.0,Los Lagos,0,0
Calbuco,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,0,0
Calbuco,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,0,0
Calbuco,Cabotaje desembarcado,2016,Carga general,39817.0,Los Lagos,0,0
Calbuco,Cabotaje desembarcado,2016,Granel sólido,0,Los Lagos,0,0
Calbuco,Cabotaje desembarcado,2016,Granel líquido,744104.0,Los Lagos,0,0
Castro,Cabotaje embarcado,2016,Carga general,10253.0,Los Lagos,-42.48,-73.76
Castro,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,-42.48,-73.76
Castro,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,-42.48,-73.76
Castro,Cabotaje desembarcado,2016,Carga general,23343.0,Los Lagos,-42.48,-73.76
Castro,Cabotaje desembarcado,2016,Granel sólido,0,Los Lagos,-42.48,-73.76
Castro,Cabotaje desembarcado,2016,Granel líquido,0,Los Lagos,-42.48,-73.76
Quellón,Cabotaje embarcado,2016,Carga general,118829.0,Los Lagos,-43.12,-73.58
Quellón,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,-43.12,-73.58
Quellón,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,-43.12,-73.58
Quellón,Cabotaje desembarcado,2016,Carga general,193560.0,Los Lagos,-43.12,-73.58
Quellón,Cabotaje desembarcado,2016,Granel sólido,0,Los Lagos,-43.12,-73.58
Quellón,Cabotaje desembarcado,2016,Granel líquido,0,Los Lagos,-43.12,-73.58
Chonchi,Cabotaje embarcado,2016,Carga general,132.0,Los Lagos,-42.62,-73.77
Chonchi,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,-42.62,-73.77
Chonchi,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,-42.62,-73.77
Chonchi,Cabotaje desembarcado,2016,Carga general,18404.0,Los Lagos,-42.62,-73.77
Chonchi,Cabotaje desembarcado,2016,Granel sólido,0,Los Lagos,-42.62,-73.77
Chonchi,Cabotaje desembarcado,2016,Granel líquido,0,Los Lagos,-42.62,-73.77
Chaitén,Cabotaje embarcado,2016,Carga general,22462.0,Los Lagos,-42.91,-72.72
Chaitén,Cabotaje embarcado,2016,Granel sólido,0,Los Lagos,-42.91,-72.72
Chaitén,Cabotaje embarcado,2016,Granel líquido,0,Los Lagos,-42.91,-72.72
Chaitén,Cabotaje desembarcado,2016,Carga general,62829.0,Los Lagos,-42.91,-72.72
Chaitén,Cabotaje desembarcado,2016,Granel sólido,0,Los Lagos,-42.91,-72.72
Chaitén,Cabotaje desembarcado,2016,Granel líquido,0,Los Lagos,-42.91,-72.72
Melinka,Cabotaje embarcado,2016,Carga general,19908.0,Aysén,-43.9,-73.75
Melinka,Cabotaje embarcado,2016,Granel sólido,0,Aysén,-43.9,-73.75
Melinka,Cabotaje embarcado,2016,Granel líquido,0,Aysén,-43.9,-73.75
Melinka,Cabotaje desembarcado,2016,Carga general,18613.0,Aysén,-43.9,-73.75
Melinka,Cabotaje desembarcado,2016,Granel sólido,0,Aysén,-43.9,-73.75
Melinka,Cabotaje desembarcado,2016,Granel líquido,0,Aysén,-43.9,-73.75
Puerto Aguirre,Cabotaje embarcado,2016,Carga general,1788.0,Aysén,-45.17,-73.52
Puerto Aguirre,Cabotaje embarcado,2016,Granel sólido,0,Aysén,-45.17,-73.52
Puerto Aguirre,Cabotaje embarcado,2016,Granel líquido,0,Aysén,-45.17,-73.52
Puerto Aguirre,Cabotaje desembarcado,2016,Carga general,7058.0,Aysén,-45.17,-73.52
Puerto Aguirre,Cabotaje desembarcado,2016,Granel sólido,0,Aysén,-45.17,-73.52
Puerto Aguirre,Cabotaje desembarcado,2016,Granel líquido,0,Aysén,-45.17,-73.52
Puerto Cisnes,Cabotaje embarcado,2016,Carga general,15160.0,Aysén,-44.73,-72.69
Puerto Cisnes,Cabotaje embarcado,2016,Granel sólido,0,Aysén,-44.73,-72.69
Puerto Cisnes,Cabotaje embarcado,2016,Granel líquido,0,Aysén,-44.73,-72.69
Puerto Cisnes,Cabotaje desembarcado,2016,Carga general,19677.0,Aysén,-44.73,-72.69
Puerto Cisnes,Cabotaje desembarcado,2016,Granel sólido,0,Aysén,-44.73,-72.69
Puerto Cisnes,Cabotaje desembarcado,2016,Granel líquido,0,Aysén,-44.73,-72.69
Chacabuco,Cabotaje embarcado,2016,Carga general,137442.0,Aysén,-45.47,-72.83
Chacabuco,Cabotaje embarcado,2016,Granel sólido,0,Aysén,-45.47,-72.83
Chacabuco,Cabotaje embarcado,2016,Granel líquido,0,Aysén,-45.47,-72.83
Chacabuco,Cabotaje desembarcado,2016,Carga general,223571.0,Aysén,-45.47,-72.83
Chacabuco,Cabotaje desembarcado,2016,Granel sólido,0,Aysén,-45.47,-72.83
Chacabuco,Cabotaje desembarcado,2016,Granel líquido,125559.0,Aysén,-45.47,-72.83
Lago General Carrera,Cabotaje embarcado,2016,Carga general,47683.0,Aysén,0,0
Lago General Carrera,Cabotaje embarcado,2016,Granel sólido,0,Aysén,0,0
Lago General Carrera,Cabotaje embarcado,2016,Granel líquido,0,Aysén,0,0
Lago General Carrera,Cabotaje desembarcado,2016,Carga general,36520.0,Aysén,0,0
Lago General Carrera,Cabotaje desembarcado,2016,Granel sólido,0,Aysén,0,0
Lago General Carrera,Cabotaje desembarcado,2016,Granel líquido,0,Aysén,0,0
Puerto Natales,Cabotaje embarcado,2016,Carga general,64272.0,Magallanes,-51.75,-72.53
Puerto Natales,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,-51.75,-72.53
Puerto Natales,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,-51.75,-72.53
Puerto Natales,Cabotaje desembarcado,2016,Carga general,113530.0,Magallanes,-51.75,-72.53
Puerto Natales,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-51.75,-72.53
Puerto Natales,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,-51.75,-72.53
Isla Guarello,Cabotaje embarcado,2016,Carga general,0,Magallanes,0,0
Isla Guarello,Cabotaje embarcado,2016,Granel sólido,634173.0,Magallanes,0,0
Isla Guarello,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,0,0
Isla Guarello,Cabotaje desembarcado,2016,Carga general,319.0,Magallanes,0,0
Isla Guarello,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,0,0
Isla Guarello,Cabotaje desembarcado,2016,Granel líquido,617.0,Magallanes,0,0
Otway - Isla Riesco,Cabotaje embarcado,2016,Carga general,0,Magallanes,-52.94,-71.71
Otway - Isla Riesco,Cabotaje embarcado,2016,Granel sólido,1637187.0,Magallanes,-52.94,-71.71
Otway - Isla Riesco,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,-52.94,-71.71
Otway - Isla Riesco,Cabotaje desembarcado,2016,Carga general,0,Magallanes,-52.94,-71.71
Otway - Isla Riesco,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-52.94,-71.71
Otway - Isla Riesco,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,-52.94,-71.71
Punta Arenas,Cabotaje embarcado,2016,Carga general,29775.0,Magallanes,-53.17,-70.9
Punta Arenas,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,-53.17,-70.9
Punta Arenas,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,-53.17,-70.9
Punta Arenas,Cabotaje desembarcado,2016,Carga general,77214.0,Magallanes,-53.17,-70.9
Punta Arenas,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-53.17,-70.9
Punta Arenas,Cabotaje desembarcado,2016,Granel líquido,74916.0,Magallanes,-53.17,-70.9
Tres Puentes,Cabotaje embarcado,2016,Carga general,89427.0,Magallanes,-53.12,-70.87
Tres Puentes,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,-53.12,-70.87
Tres Puentes,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,-53.12,-70.87
Tres Puentes,Cabotaje desembarcado,2016,Carga general,59776.0,Magallanes,-53.12,-70.87
Tres Puentes,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-53.12,-70.87
Tres Puentes,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,-53.12,-70.87
Cabo Negro,Cabotaje embarcado,2016,Carga general,0,Magallanes,-52.93,-70.8
Cabo Negro,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,-52.93,-70.8
Cabo Negro,Cabotaje embarcado,2016,Granel líquido,36043.0,Magallanes,-52.93,-70.8
Cabo Negro,Cabotaje desembarcado,2016,Carga general,0,Magallanes,-52.93,-70.8
Cabo Negro,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-52.93,-70.8
Cabo Negro,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,-52.93,-70.8
Porvenir,Cabotaje embarcado,2016,Carga general,59776.0,Magallanes,0,0
Porvenir,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,0,0
Porvenir,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,0,0
Porvenir,Cabotaje desembarcado,2016,Carga general,89427.0,Magallanes,0,0
Porvenir,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,0,0
Porvenir,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,0,0
Puerto Williams,Cabotaje embarcado,2016,Carga general,5020.0,Magallanes,-54.93,-67.61
Puerto Williams,Cabotaje embarcado,2016,Granel sólido,0,Magallanes,-54.93,-67.61
Puerto Williams,Cabotaje embarcado,2016,Granel líquido,0,Magallanes,-54.93,-67.61
Puerto Williams,Cabotaje desembarcado,2016,Carga general,13027.0,Magallanes,-54.93,-67.61
Puerto Williams,Cabotaje desembarcado,2016,Granel sólido,0,Magallanes,-54.93,-67.61
Puerto Williams,Cabotaje desembarcado,2016,Granel líquido,0,Magallanes,-54.93,-67.61
Otros Puertos,Cabotaje embarcado,2016,Carga general,465651.0,S/C,0,0
Otros Puertos,Cabotaje embarcado,2016,Granel sólido,0,S/C,0,0
Otros Puertos,Cabotaje embarcado,2016,Granel líquido,0,S/C,0,0
Otros Puertos,Cabotaje desembarcado,2016,Carga general,957254.0,S/C,0,0
Otros Puertos,Cabotaje desembarcado,2016,Granel sólido,0,S/C,0,0
Otros Puertos,Cabotaje desembarcado,2016,Granel líquido,466939.0,S/C,0,0
Arica,Tránsito,2016,Sin tipificar,3089392.0,Arica y Parinacota,-18.47,-70.33
Iquique,Tránsito,2016,Sin tipificar,252029.0,Tarapacá,-20.2,-70.16
Patillos,Tránsito,2016,Sin tipificar,0.0,Tarapacá,-20.75,-70.19
Punta Patache,Tránsito,2016,Sin tipificar,0.0,Tarapacá,-20.8,-70.19
Tocopilla,Tránsito,2016,Sin tipificar,0.0,Antofagasta,-22.09,-70.21
Caleta Michilla,Tránsito,2016,Sin tipificar,0.0,Antofagasta,-22.72,-70.29
Mejillones,Tránsito,2016,Sin tipificar,0.0,Antofagasta,-23.09,-70.42
Puerto Angamos,Tránsito,2016,Sin tipificar,0.0,Antofagasta,-23.07,-70.39
Antofagasta,Tránsito,2016,Sin tipificar,330168.0,Antofagasta,-23.65,-70.41
Caleta Coloso,Tránsito,2016,Sin tipificar,0.0,Antofagasta,-23.76,-70.47
Chañaral / Barquito,Tránsito,2016,Sin tipificar,0.0,Atacama,-26.36,-70.65
Caldera / Calderilla,Tránsito,2016,Sin tipificar,0.0,Atacama,-27.05,-70.84
Huasco / Guacolda,Tránsito,2016,Sin tipificar,0.0,Atacama,-28.46,-71.25
Coquimbo,Tránsito,2016,Sin tipificar,0.0,Coquimbo,-29.95,-71.33
Guayacán,Tránsito,2016,Sin tipificar,0.0,Coquimbo,-29.97,-71.35
Punta Chungo,Tránsito,2016,Sin tipificar,0.0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-33.64,-78.82
Isla de Pascua,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-27.15,-109.44
Ventanas,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-32.75,-71.49
Terminal OXIQUIM Quintero,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-32.76,-71.49
Quintero,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-32.77,-71.5
Valparaíso,Tránsito,2016,Sin tipificar,60409.0,Valparaíso,-33.03,-71.63
San Antonio,Tránsito,2016,Sin tipificar,0.0,Valparaíso,-33.59,-71.62
Penco,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.73,-73.01
Lirquén,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.71,-72.97
Talcahuano,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.71,-73.11
San Vicente,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.73,-73.14
Terminal Siderúrgico Huachipato,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.74,-73.13
Coronel,Tránsito,2016,Sin tipificar,0.0,Biobío,-37.04,-73.15
Terminal OXIQUIM Coronel,Tránsito,2016,Sin tipificar,0.0,Biobío,-36.95,-73.17
